id_buku,judul,pengarang,penerbit,tahun_terbit,fakultas_terkait,prodi_terkait,kategori,sinopsis,tags,bahasa,jenis_koleksi,jumlah_halaman,isbn,stok
BK00063,Dasar C++,"Edward Suryono, Zelda Hasanah, S.Pt",Pustaka Pelajar,2007,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Pemrograman & Algoritma,"Buku ini dirancang sebagai panduan untuk memahami algoritma dan struktur data, logika pemrograman, serta pemecahan masalah komputasional. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","logika komputasi, algoritma, struktur data, python",Inggris,Fisik,382,978-1-936183-24-1,1
BK00064,Belajar Algoritma dari Nol,"R. Belinda Halim, S.E., T. Legawa Purnawati, S.Pd",Nuha Medika,2020,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Pemrograman & Algoritma,"Buku ini memberikan pemahaman menyeluruh tentang algoritma dan struktur data, pemecahan masalah komputasional, serta efisiensi algoritma. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","pemrograman, java, logika komputasi, algoritma",Indonesia,Fisik,284,978-0-7464-8877-5,2
BK00065,Pengantar Pemrograman Berorientasi Objek,Liman Gunarto,Elex Media Komputindo,2022,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Pemrograman & Algoritma,"Buku ini membahas secara mendalam tentang implementasi kode, pemecahan masalah komputasional, serta efisiensi algoritma. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","logika komputasi, java, pemrograman, kompleksitas",Inggris,Fisik,236,978-1-940139-90-6,6
BK00066,Pemrograman Logika Pemrograman untuk Pemula,"Ir. Rizki Santoso, M.Farm, Prabowo Natsir",Andi Publisher,2007,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Pemrograman & Algoritma,"Buku ini membahas secara mendalam tentang implementasi kode, logika pemrograman, serta pemecahan masalah komputasional. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","coding, python, logika komputasi, kompleksitas",Inggris,Fisik,501,978-1-4296-7175-0,5
BK00067,Belajar Struktur Data dari Nol,Juli Sinaga,UI Press,2014,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Pemrograman & Algoritma,"Buku ini mengulas berbagai aspek penting dari implementasi kode, pemecahan masalah komputasional, serta algoritma dan struktur data. Membantu pembaca membangun pemahaman konseptual maupun praktis.","logika komputasi, kompleksitas, algoritma, java",Indonesia,E-book,379,978-0-567-46807-9,9999
BK00068,Aplikasi Data Science di Industri Edisi Revisi,Galih Ramadan,Deepublish,2005,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini dirancang sebagai panduan untuk memahami pembelajaran mesin, jaringan saraf tiruan, serta kecerdasan buatan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","big data, machine learning, data science, neural network",Indonesia,E-book,510,978-0-680-87603-4,9999
BK00069,Konsep Dasar Deep Learning Edisi Ke-2,Tgk. Luthfi Mandasari,Graha Ilmu,2019,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini memberikan pemahaman menyeluruh tentang kecerdasan buatan, prediksi berbasis data, serta pembelajaran mesin. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","artificial intelligence, machine learning, deep learning, data mining",Indonesia,Fisik,279,978-0-348-24771-8,5
BK00070,Pengantar Machine Learning Edisi Revisi,Lasmono Sudiati,Rajawali Pers,2011,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini memberikan pemahaman menyeluruh tentang jaringan saraf tiruan, prediksi berbasis data, serta otomatisasi cerdas. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","neural network, kecerdasan buatan, big data, artificial intelligence",Indonesia,Fisik,176,978-0-480-86131-5,4
BK00071,Natural Language Processing untuk Pemula,"Devi Yuliarti, R. Najwa Siregar, M.TI.",Gramedia Pustaka Utama,2008,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini mengulas berbagai aspek penting dari pembelajaran mesin, otomatisasi cerdas, serta analisis data besar. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","machine learning, data mining, deep learning, data science",Inggris,E-book,340,978-1-77378-263-8,9999
BK00072,Data Science: Teori dan Praktik,"Drs. Ulva Mansur, Puti Ika Agustina, S.Psi",Informatika Bandung,2023,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini membahas secara mendalam tentang jaringan saraf tiruan, kecerdasan buatan, serta otomatisasi cerdas. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","big data, machine learning, kecerdasan buatan, artificial intelligence",Inggris,E-book,447,978-0-449-97278-6,9999
BK00073,Konsep Dasar Kecerdasan Buatan,Jelita Sitorus,Informatika Bandung,2012,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini memberikan pemahaman menyeluruh tentang otomatisasi cerdas, analisis data besar, serta kecerdasan buatan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","data science, artificial intelligence, neural network, kecerdasan buatan",Inggris,E-book,160,978-1-5339-6360-4,9999
BK00074,Konsep Dasar Natural Language Processing,Uli Kusmawati,Kencana Prenada,2009,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini mengulas berbagai aspek penting dari prediksi berbasis data, otomatisasi cerdas, serta pembelajaran mesin. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","data science, machine learning, neural network, artificial intelligence",Indonesia,Fisik,251,978-1-270-28951-7,3
BK00075,Machine Learning untuk Pemula,"Dr. Cinthia Novitasari, M.M.",Graha Ilmu,2015,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini dirancang sebagai panduan untuk memahami jaringan saraf tiruan, prediksi berbasis data, serta otomatisasi cerdas. Membantu pembaca membangun pemahaman konseptual maupun praktis.","data science, artificial intelligence, big data, kecerdasan buatan",Indonesia,Fisik,154,978-0-621-74596-2,7
BK00076,Aplikasi Deep Learning di Industri,"Bajragin Sitompul, M.Pd",Andi Publisher,2014,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini membahas secara mendalam tentang jaringan saraf tiruan, otomatisasi cerdas, serta kecerdasan buatan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","big data, neural network, machine learning, data science",Indonesia,E-book,424,978-1-78091-343-8,9999
BK00077,Membangun Sistem Data Mining,"Cornelia Fujiati, S.IP",Nuha Medika,2006,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini dirancang sebagai panduan untuk memahami analisis data besar, prediksi berbasis data, serta jaringan saraf tiruan. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","machine learning, kecerdasan buatan, neural network, deep learning",Indonesia,Fisik,485,978-1-240-05045-1,1
BK00078,Pengantar Machine Learning,Mala Maulana,Andi Publisher,2015,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini dirancang sebagai panduan untuk memahami jaringan saraf tiruan, otomatisasi cerdas, serta analisis data besar. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","data science, data mining, artificial intelligence, big data",Indonesia,Fisik,405,978-1-922219-69-5,6
BK00079,Konsep Dasar Natural Language Processing,"Dimas Mandasari, M.Farm",Andi Publisher,2009,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini mengulas berbagai aspek penting dari otomatisasi cerdas, pembelajaran mesin, serta analisis data besar. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","data science, data mining, machine learning, neural network",Indonesia,E-book,312,978-0-7474-0748-5,9999
BK00080,Natural Language Processing: Teori dan Praktik,Bagya Handayani,Elex Media Komputindo,2010,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini mengulas berbagai aspek penting dari prediksi berbasis data, analisis data besar, serta kecerdasan buatan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","deep learning, big data, artificial intelligence, kecerdasan buatan",Indonesia,Fisik,218,978-1-64743-671-1,3
BK00081,Kecerdasan Buatan: Teori dan Praktik,Harjaya Pertiwi,Deepublish,2010,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini menyajikan kajian komprehensif mengenai pembelajaran mesin, prediksi berbasis data, serta jaringan saraf tiruan. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","machine learning, big data, data science, neural network",Inggris,Fisik,330,978-1-4064-0909-3,5
BK00082,Membangun Sistem Data Mining,"Najwa Suwarno, S.H.",Nuha Medika,2019,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini mengulas berbagai aspek penting dari analisis data besar, jaringan saraf tiruan, serta pembelajaran mesin. Membantu pembaca membangun pemahaman konseptual maupun praktis.","data mining, deep learning, neural network, artificial intelligence",Indonesia,Fisik,377,978-0-394-21047-6,8
BK00083,Computer Vision: Teori dan Praktik Edisi Ke-2,Labuh Utama,Alfabeta,2010,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini mengulas berbagai aspek penting dari prediksi berbasis data, kecerdasan buatan, serta otomatisasi cerdas. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","machine learning, big data, kecerdasan buatan, data science",Inggris,E-book,195,978-0-456-23285-9,9999
BK00084,Pengantar Machine Learning,Dr. Vino Saputra,Kencana Prenada,2016,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini memberikan pemahaman menyeluruh tentang prediksi berbasis data, analisis data besar, serta pembelajaran mesin. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","machine learning, kecerdasan buatan, data mining, artificial intelligence",Indonesia,Fisik,170,978-1-74517-123-1,5
BK00085,Kecerdasan Buatan: Teori dan Praktik,"Hj. Tari Wulandari, S.Sos",Elex Media Komputindo,2013,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini membahas secara mendalam tentang jaringan saraf tiruan, prediksi berbasis data, serta kecerdasan buatan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","data science, artificial intelligence, big data, kecerdasan buatan",Indonesia,E-book,492,978-0-604-81754-9,9999
BK00086,Pengantar Computer Vision,drg. Yuni Uyainah,Gramedia Pustaka Utama,2022,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini memberikan pemahaman menyeluruh tentang jaringan saraf tiruan, kecerdasan buatan, serta prediksi berbasis data. Membantu pembaca membangun pemahaman konseptual maupun praktis.","machine learning, deep learning, kecerdasan buatan, neural network",Indonesia,E-book,193,978-0-370-98593-0,9999
BK00087,Membangun Sistem Kecerdasan Buatan,"Atma Usada, M.M., Ilsa Yulianti, S.Farm",Gramedia Pustaka Utama,2021,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini dirancang sebagai panduan untuk memahami prediksi berbasis data, analisis data besar, serta kecerdasan buatan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","artificial intelligence, deep learning, big data, machine learning",Inggris,Fisik,142,978-0-00-471138-6,6
BK00088,Konsep Dasar Natural Language Processing Edisi Revisi,Harsanto Hasanah,Nuha Medika,2010,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini dirancang sebagai panduan untuk memahami pembelajaran mesin, kecerdasan buatan, serta analisis data besar. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","deep learning, artificial intelligence, neural network, data science",Inggris,E-book,213,978-1-926179-64-3,9999
BK00089,Pengantar Natural Language Processing,Muhammad Uwais,Pustaka Pelajar,2022,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini dirancang sebagai panduan untuk memahami kecerdasan buatan, analisis data besar, serta prediksi berbasis data. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","neural network, deep learning, machine learning, artificial intelligence",Indonesia,Fisik,505,978-1-7351585-0-1,3
BK00090,Konsep Dasar Computer Vision,Ika Nainggolan,Pustaka Pelajar,2010,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini memberikan pemahaman menyeluruh tentang jaringan saraf tiruan, otomatisasi cerdas, serta prediksi berbasis data. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","big data, data science, machine learning, artificial intelligence",Inggris,Fisik,528,978-1-139-00532-6,8
BK00091,Pengantar Natural Language Processing,"Drs. Danang Hidayat, M.Pd",Informatika Bandung,2019,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini mengulas berbagai aspek penting dari kecerdasan buatan, otomatisasi cerdas, serta analisis data besar. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","data science, neural network, data mining, big data",Indonesia,E-book,347,978-0-352-90422-5,9999
BK00092,Membangun Sistem Kecerdasan Buatan,T. Raditya Natsir,Salemba Empat,2005,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini dirancang sebagai panduan untuk memahami kecerdasan buatan, jaringan saraf tiruan, serta analisis data besar. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","artificial intelligence, data science, big data, machine learning",Inggris,Fisik,184,978-0-205-39502-6,1
BK00093,Aplikasi Deep Learning di Industri,Anastasia Mahendra,UI Press,2009,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini membahas secara mendalam tentang analisis data besar, otomatisasi cerdas, serta jaringan saraf tiruan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","machine learning, neural network, deep learning, kecerdasan buatan",Inggris,Fisik,452,978-0-17-758917-1,4
BK00094,Pengantar Kecerdasan Buatan,Sutan Warsita Susanti,Elex Media Komputindo,2020,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini dirancang sebagai panduan untuk memahami analisis data besar, jaringan saraf tiruan, serta pembelajaran mesin. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","artificial intelligence, neural network, machine learning, data science",Indonesia,Fisik,157,978-1-70076-617-5,7
BK00095,Aplikasi Data Science di Industri,"Maimunah Hidayanto, S.Pt",UI Press,2010,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini mengulas berbagai aspek penting dari prediksi berbasis data, otomatisasi cerdas, serta analisis data besar. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","big data, data mining, data science, machine learning",Indonesia,Fisik,222,978-0-12-499856-8,2
BK00096,Membangun Sistem Kecerdasan Buatan,Drs. Ida Hasanah,Informatika Bandung,2020,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini mengulas berbagai aspek penting dari prediksi berbasis data, kecerdasan buatan, serta otomatisasi cerdas. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","data mining, artificial intelligence, neural network, deep learning",Inggris,E-book,157,978-0-18-367365-9,9999
BK00097,Konsep Dasar Natural Language Processing Edisi Terbaru,"Dr. Lalita Agustina, S.IP",Salemba Empat,2008,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini dirancang sebagai panduan untuk memahami pembelajaran mesin, otomatisasi cerdas, serta jaringan saraf tiruan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","big data, deep learning, neural network, data mining",Indonesia,Fisik,202,978-1-5452-7111-7,5
BK00098,Konsep Dasar Data Mining,Ian Kuswoyo,Deepublish,2007,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini dirancang sebagai panduan untuk memahami analisis data besar, pembelajaran mesin, serta otomatisasi cerdas. Membantu pembaca membangun pemahaman konseptual maupun praktis.","neural network, deep learning, big data, data mining",Indonesia,Fisik,457,978-0-8098-8516-9,5
BK00099,Pengantar Kecerdasan Buatan Edisi Ke-3,Salwa Anggraini,PT Grasindo,2012,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini mengulas berbagai aspek penting dari jaringan saraf tiruan, prediksi berbasis data, serta analisis data besar. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","artificial intelligence, neural network, big data, machine learning",Indonesia,Fisik,157,978-1-945198-32-8,0
BK00100,Membangun Sistem Data Science,"Jaya Prasetyo, S.IP, Zulfa Puspita",Rajawali Pers,2021,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini menyajikan kajian komprehensif mengenai otomatisasi cerdas, analisis data besar, serta jaringan saraf tiruan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","data science, data mining, big data, artificial intelligence",Indonesia,Fisik,358,978-0-493-68998-2,1
