,id_transaksi,id_user,id_buku,tanggal_pinjam,tanggal_kembali_rencana,tanggal_kembali_aktual,status,lama_waktu_pinjam(hari)
275,TRX000276,USR00197,BK00613,2024-02-12,2024-02-26,2024-02-26,Dikembalikan,14.0
276,TRX000277,USR00111,BK00875,2024-01-29,2024-02-12,2024-02-03,Dikembalikan,5.0
277,TRX000278,USR00259,BK01003,2023-06-22,2023-07-06,2023-07-10,Terlambat,18.0
278,TRX000279,USR00163,BK01228,2024-12-07,2024-12-21,2024-12-13,Dikembalikan,6.0
279,TRX000280,USR00118,BK01354,2023-07-01,2023-07-15,2023-07-08,Dikembalikan,7.0
280,TRX000281,USR00001,BK00717,2024-11-07,2024-11-21,2024-11-21,Dikembalikan,14.0
281,TRX000282,USR00245,BK01327,2023-01-25,2023-02-08,2023-02-04,Dikembalikan,10.0
282,TRX000283,USR00189,BK00351,2025-10-06,2025-10-20,2025-10-24,Terlambat,18.0
283,TRX000284,USR00089,BK00406,2024-12-08,2024-12-22,2024-12-24,Terlambat,16.0
284,TRX000285,USR00363,BK00695,2024-09-13,2024-09-27,2024-09-18,Dikembalikan,5.0
285,TRX000286,USR00285,BK01166,2023-01-10,2023-01-24,2023-01-23,Dikembalikan,13.0
286,TRX000287,USR00320,BK00774,2024-10-18,2024-11-01,2024-10-27,Dikembalikan,9.0
287,TRX000288,USR00038,BK00645,2025-04-06,2025-04-20,2025-04-23,Terlambat,17.0
288,TRX000289,USR00255,BK00106,2023-01-20,2023-02-03,2023-02-04,Terlambat,15.0
289,TRX000290,USR00193,BK00727,2025-07-20,2025-08-03,2025-07-30,Dikembalikan,10.0
290,TRX000291,USR00003,BK00749,2024-04-29,2024-05-13,2024-05-03,Dikembalikan,4.0
291,TRX000292,USR00331,BK01006,2025-07-13,2025-07-27,2025-07-26,Dikembalikan,13.0
292,TRX000293,USR00214,BK00033,2024-06-24,2024-07-08,2024-07-07,Dikembalikan,13.0
293,TRX000294,USR00139,BK00556,2024-09-13,2024-09-27,2024-09-30,Terlambat,17.0
294,TRX000295,USR00201,BK00844,2023-07-09,2023-07-23,2023-07-23,Dikembalikan,14.0
295,TRX000296,USR00276,BK01132,2023-11-29,2023-12-13,2023-12-17,Terlambat,18.0
296,TRX000297,USR00306,BK00164,2025-01-07,2025-01-21,2025-01-28,Terlambat,21.0
297,TRX000298,USR00248,BK01231,2025-04-26,2025-05-10,2025-05-02,Dikembalikan,6.0
298,TRX000299,USR00120,BK01068,2025-08-26,2025-09-09,2025-09-10,Terlambat,15.0
299,TRX000300,USR00101,BK00374,2025-05-06,2025-05-20,2025-05-19,Dikembalikan,13.0
300,TRX000301,USR00214,BK00760,2023-11-07,2023-11-21,2023-11-15,Dikembalikan,8.0
301,TRX000302,USR00012,BK00517,2024-07-03,2024-07-17,2024-07-06,Dikembalikan,3.0
302,TRX000303,USR00223,BK00743,2025-02-17,2025-03-03,2025-03-08,Terlambat,19.0
303,TRX000304,USR00210,BK01036,2023-01-24,2023-02-07,2023-02-09,Terlambat,16.0
304,TRX000305,USR00110,BK00953,2023-05-19,2023-06-02,2023-05-28,Dikembalikan,9.0
305,TRX000306,USR00052,BK00277,2025-09-02,2025-09-16,2025-09-06,Dikembalikan,4.0
306,TRX000307,USR00303,BK00510,2025-06-21,2025-07-05,2025-07-08,Terlambat,17.0
307,TRX000308,USR00099,BK01206,2025-04-12,2025-04-26,2025-04-19,Dikembalikan,7.0
308,TRX000309,USR00269,BK00078,2023-05-23,2023-06-06,2023-05-28,Dikembalikan,5.0
309,TRX000310,USR00089,BK00411,2023-09-10,2023-09-24,2023-09-17,Dikembalikan,7.0
310,TRX000311,USR00231,BK01176,2025-04-13,2025-04-27,2025-05-03,Terlambat,20.0
311,TRX000312,USR00219,BK01364,2023-12-10,2023-12-24,2023-12-22,Dikembalikan,12.0
312,TRX000313,USR00118,BK01287,2024-05-10,2024-05-24,2024-05-14,Dikembalikan,4.0
313,TRX000314,USR00049,BK01333,2024-05-31,2024-06-14,2024-06-11,Dikembalikan,11.0
314,TRX000315,USR00030,BK00484,2023-02-26,2023-03-12,2023-03-13,Terlambat,15.0
315,TRX000316,USR00059,BK00972,2023-01-05,2023-01-19,2023-01-20,Terlambat,15.0
316,TRX000317,USR00367,BK00893,2024-01-26,2024-02-09,2024-02-08,Dikembalikan,13.0
317,TRX000318,USR00131,BK00778,2024-09-17,2024-10-01,2024-09-22,Dikembalikan,5.0
318,TRX000319,USR00128,BK01190,2023-03-09,2023-03-23,2023-03-24,Terlambat,15.0
319,TRX000320,USR00380,BK00780,2024-08-11,2024-08-25,2024-08-31,Terlambat,20.0
320,TRX000321,USR00165,BK00476,2025-12-01,2025-12-15,2025-12-04,Dikembalikan,3.0
321,TRX000322,USR00260,BK00169,2023-10-21,2023-11-04,2023-11-09,Terlambat,19.0
322,TRX000323,USR00023,BK01257,2025-04-20,2025-05-04,2025-05-02,Dikembalikan,12.0
323,TRX000324,USR00373,BK00930,2025-09-09,2025-09-23,2025-09-29,Terlambat,20.0
324,TRX000325,USR00264,BK00001,2025-12-21,2026-01-04,,Dipinjam,belum_kembali
325,TRX000326,USR00061,BK01123,2024-01-05,2024-01-19,2024-01-09,Dikembalikan,4.0
326,TRX000327,USR00023,BK01310,2024-05-25,2024-06-08,2024-05-30,Dikembalikan,5.0
327,TRX000328,USR00345,BK00465,2024-10-29,2024-11-12,2024-11-18,Terlambat,20.0
328,TRX000329,USR00282,BK01198,2025-08-24,2025-09-07,2025-09-14,Terlambat,21.0
329,TRX000330,USR00004,BK00612,2025-11-29,2025-12-13,2025-12-17,Terlambat,18.0
330,TRX000331,USR00270,BK00076,2024-09-26,2024-10-10,2024-10-17,Terlambat,21.0
331,TRX000332,USR00242,BK00087,2025-08-28,2025-09-11,2025-09-18,Terlambat,21.0
332,TRX000333,USR00241,BK00962,2024-02-03,2024-02-17,2024-02-11,Dikembalikan,8.0
333,TRX000334,USR00121,BK00901,2024-10-25,2024-11-08,2024-10-30,Dikembalikan,5.0
334,TRX000335,USR00259,BK00986,2024-10-01,2024-10-15,2024-10-14,Dikembalikan,13.0
335,TRX000336,USR00215,BK01175,2023-10-29,2023-11-12,2023-11-06,Dikembalikan,8.0
336,TRX000337,USR00190,BK00680,2023-01-08,2023-01-22,2023-01-13,Dikembalikan,5.0
337,TRX000338,USR00380,BK00742,2025-01-20,2025-02-03,2025-01-31,Dikembalikan,11.0
338,TRX000339,USR00255,BK00784,2023-05-20,2023-06-03,2023-05-24,Dikembalikan,4.0
339,TRX000340,USR00358,BK01163,2023-09-27,2023-10-11,2023-10-14,Terlambat,17.0
340,TRX000341,USR00041,BK00178,2024-12-29,2025-01-12,2025-01-06,Dikembalikan,8.0
341,TRX000342,USR00075,BK00100,2023-12-16,2023-12-30,2023-12-20,Dikembalikan,4.0
342,TRX000343,USR00284,BK00737,2024-08-21,2024-09-04,2024-09-10,Terlambat,20.0
343,TRX000344,USR00189,BK00360,2024-02-18,2024-03-03,2024-02-21,Dikembalikan,3.0
344,TRX000345,USR00073,BK00356,2023-10-18,2023-11-01,2023-10-28,Dikembalikan,10.0
345,TRX000346,USR00241,BK01020,2025-05-22,2025-06-05,2025-05-26,Dikembalikan,4.0
346,TRX000347,USR00115,BK01209,2024-11-18,2024-12-02,2024-12-05,Terlambat,17.0
347,TRX000348,USR00160,BK01224,2025-04-01,2025-04-15,2025-04-19,Terlambat,18.0
348,TRX000349,USR00069,BK01080,2025-07-31,2025-08-14,2025-08-03,Dikembalikan,3.0
349,TRX000350,USR00374,BK00504,2025-10-13,2025-10-27,2025-10-31,Terlambat,18.0
350,TRX000351,USR00100,BK01187,2024-12-18,2025-01-01,2024-12-23,Dikembalikan,5.0
351,TRX000352,USR00045,BK00576,2023-11-13,2023-11-27,2023-12-03,Terlambat,20.0
352,TRX000353,USR00050,BK00722,2024-04-09,2024-04-23,2024-04-16,Dikembalikan,7.0
353,TRX000354,USR00293,BK00546,2024-07-04,2024-07-18,2024-07-25,Terlambat,21.0
354,TRX000355,USR00292,BK00595,2024-11-28,2024-12-12,2024-12-17,Terlambat,19.0
355,TRX000356,USR00312,BK00486,2024-10-22,2024-11-05,2024-10-28,Dikembalikan,6.0
356,TRX000357,USR00115,BK00808,2025-06-27,2025-07-11,2025-07-02,Dikembalikan,5.0
357,TRX000358,USR00300,BK00948,2024-11-15,2024-11-29,2024-12-02,Terlambat,17.0
358,TRX000359,USR00363,BK00326,2024-09-26,2024-10-10,2024-10-04,Dikembalikan,8.0
359,TRX000360,USR00078,BK00427,2025-04-23,2025-05-07,2025-05-01,Dikembalikan,8.0
360,TRX000361,USR00139,BK00478,2023-05-24,2023-06-07,2023-06-01,Dikembalikan,8.0
361,TRX000362,USR00158,BK01109,2025-08-20,2025-09-03,2025-09-06,Terlambat,17.0
362,TRX000363,USR00358,BK01138,2025-09-10,2025-09-24,2025-09-18,Dikembalikan,8.0
363,TRX000364,USR00129,BK00982,2024-09-18,2024-10-02,2024-09-27,Dikembalikan,9.0
364,TRX000365,USR00288,BK00604,2025-08-05,2025-08-19,2025-08-24,Terlambat,19.0
365,TRX000366,USR00061,BK01101,2025-01-11,2025-01-25,2025-01-29,Terlambat,18.0
366,TRX000367,USR00073,BK00045,2024-09-21,2024-10-05,2024-10-01,Dikembalikan,10.0
367,TRX000368,USR00095,BK00106,2023-03-30,2023-04-13,2023-04-07,Dikembalikan,8.0
368,TRX000369,USR00361,BK00745,2024-07-07,2024-07-21,2024-07-27,Terlambat,20.0
369,TRX000370,USR00245,BK00949,2024-08-23,2024-09-06,2024-09-10,Terlambat,18.0
370,TRX000371,USR00192,BK00823,2023-04-13,2023-04-27,2023-05-04,Terlambat,21.0
371,TRX000372,USR00311,BK00404,2025-09-16,2025-09-30,2025-09-26,Dikembalikan,10.0
372,TRX000373,USR00273,BK00133,2025-04-10,2025-04-24,2025-04-25,Terlambat,15.0
373,TRX000374,USR00082,BK00005,2023-10-11,2023-10-25,2023-10-18,Dikembalikan,7.0
374,TRX000375,USR00351,BK00438,2024-03-28,2024-04-11,2024-04-13,Terlambat,16.0
375,TRX000376,USR00132,BK00540,2024-07-03,2024-07-17,2024-07-07,Dikembalikan,4.0
376,TRX000377,USR00218,BK00227,2023-10-31,2023-11-14,2023-11-17,Terlambat,17.0
377,TRX000378,USR00256,BK01358,2024-01-13,2024-01-27,2024-01-21,Dikembalikan,8.0
378,TRX000379,USR00358,BK01121,2025-05-12,2025-05-26,2025-06-02,Terlambat,21.0
379,TRX000380,USR00322,BK01297,2023-05-15,2023-05-29,2023-06-03,Terlambat,19.0
380,TRX000381,USR00230,BK00328,2024-03-21,2024-04-04,2024-04-03,Dikembalikan,13.0
381,TRX000382,USR00286,BK00731,2024-07-12,2024-07-26,2024-07-29,Terlambat,17.0
382,TRX000383,USR00231,BK01172,2024-10-23,2024-11-06,2024-11-08,Terlambat,16.0
383,TRX000384,USR00198,BK00222,2025-09-12,2025-09-26,2025-09-30,Terlambat,18.0
384,TRX000385,USR00338,BK00761,2024-05-25,2024-06-08,2024-05-28,Dikembalikan,3.0
385,TRX000386,USR00102,BK00826,2024-09-08,2024-09-22,2024-09-25,Terlambat,17.0
386,TRX000387,USR00358,BK01142,2023-01-22,2023-02-05,2023-01-26,Dikembalikan,4.0
387,TRX000388,USR00008,BK00539,2023-03-19,2023-04-02,2023-03-23,Dikembalikan,4.0
388,TRX000389,USR00148,BK00758,2024-09-08,2024-09-22,2024-09-15,Dikembalikan,7.0
389,TRX000390,USR00165,BK00748,2024-10-27,2024-11-10,2024-11-09,Dikembalikan,13.0
390,TRX000391,USR00359,BK01215,2024-08-04,2024-08-18,2024-08-12,Dikembalikan,8.0
391,TRX000392,USR00010,BK00036,2023-10-22,2023-11-05,2023-10-26,Dikembalikan,4.0
392,TRX000393,USR00129,BK00975,2024-07-02,2024-07-16,2024-07-23,Terlambat,21.0
393,TRX000394,USR00055,BK00365,2025-03-30,2025-04-13,2025-04-20,Terlambat,21.0
394,TRX000395,USR00159,BK00317,2024-12-11,2024-12-25,2024-12-19,Dikembalikan,8.0
395,TRX000396,USR00135,BK01222,2024-02-10,2024-02-24,2024-02-20,Dikembalikan,10.0
396,TRX000397,USR00235,BK00132,2023-07-21,2023-08-04,2023-07-31,Dikembalikan,10.0
397,TRX000398,USR00186,BK00514,2024-05-24,2024-06-07,2024-06-02,Dikembalikan,9.0
398,TRX000399,USR00114,BK01001,2024-01-02,2024-01-16,2024-01-09,Dikembalikan,7.0
399,TRX000400,USR00293,BK00490,2024-01-26,2024-02-09,2024-02-12,Terlambat,17.0
400,TRX000401,USR00054,BK00997,2023-05-29,2023-06-12,2023-06-13,Terlambat,15.0
401,TRX000402,USR00092,BK00294,2023-02-28,2023-03-14,2023-03-18,Terlambat,18.0
402,TRX000403,USR00034,BK00597,2024-10-26,2024-11-09,2024-11-15,Terlambat,20.0
403,TRX000404,USR00350,BK00956,2023-04-18,2023-05-02,2023-04-29,Dikembalikan,11.0
404,TRX000405,USR00190,BK00566,2024-09-04,2024-09-18,2024-09-17,Dikembalikan,13.0
405,TRX000406,USR00010,BK00010,2025-01-30,2025-02-13,2025-02-13,Dikembalikan,14.0
406,TRX000407,USR00322,BK01261,2025-11-11,2025-11-25,2025-11-15,Dikembalikan,4.0
407,TRX000408,USR00363,BK00102,2023-06-04,2023-06-18,2023-06-25,Terlambat,21.0
408,TRX000409,USR00062,BK00520,2024-12-08,2024-12-22,2024-12-11,Dikembalikan,3.0
409,TRX000410,USR00062,BK00294,2024-09-27,2024-10-11,2024-10-08,Dikembalikan,11.0
410,TRX000411,USR00220,BK00871,2025-08-21,2025-09-04,2025-08-27,Dikembalikan,6.0
411,TRX000412,USR00279,BK00128,2025-01-03,2025-01-17,2025-01-21,Terlambat,18.0
412,TRX000413,USR00185,BK00500,2025-03-14,2025-03-28,2025-03-30,Terlambat,16.0
413,TRX000414,USR00186,BK00521,2024-07-22,2024-08-05,2024-08-07,Terlambat,16.0
414,TRX000415,USR00146,BK00421,2023-10-02,2023-10-16,2023-10-07,Dikembalikan,5.0
415,TRX000416,USR00016,BK01117,2025-01-16,2025-01-30,2025-02-01,Terlambat,16.0
416,TRX000417,USR00165,BK00666,2023-01-02,2023-01-16,2023-01-19,Terlambat,17.0
417,TRX000418,USR00068,BK00010,2023-04-23,2023-05-07,2023-05-06,Dikembalikan,13.0
418,TRX000419,USR00028,BK00370,2025-10-22,2025-11-05,2025-11-05,Dikembalikan,14.0
419,TRX000420,USR00206,BK00476,2025-08-01,2025-08-15,2025-08-06,Dikembalikan,5.0
420,TRX000421,USR00003,BK00556,2025-05-15,2025-05-29,2025-05-18,Dikembalikan,3.0
421,TRX000422,USR00084,BK01188,2023-08-12,2023-08-26,2023-08-16,Dikembalikan,4.0
422,TRX000423,USR00163,BK00914,2023-07-16,2023-07-30,2023-07-20,Dikembalikan,4.0
423,TRX000424,USR00063,BK00234,2025-11-17,2025-12-01,2025-12-06,Terlambat,19.0
424,TRX000425,USR00299,BK00737,2024-07-29,2024-08-12,2024-08-13,Terlambat,15.0
425,TRX000426,USR00276,BK01372,2025-12-07,2025-12-21,2025-12-13,Dikembalikan,6.0
426,TRX000427,USR00315,BK00429,2024-12-22,2025-01-05,2024-12-27,Dikembalikan,5.0
427,TRX000428,USR00043,BK00974,2023-04-04,2023-04-18,2023-04-18,Dikembalikan,14.0
428,TRX000429,USR00372,BK01355,2025-02-20,2025-03-06,2025-03-05,Dikembalikan,13.0
429,TRX000430,USR00320,BK00298,2023-11-25,2023-12-09,2023-12-10,Terlambat,15.0
430,TRX000431,USR00340,BK00696,2025-09-26,2025-10-10,2025-10-04,Dikembalikan,8.0
431,TRX000432,USR00175,BK01011,2023-08-18,2023-09-01,2023-08-30,Dikembalikan,12.0
432,TRX000433,USR00018,BK01359,2025-05-10,2025-05-24,2025-05-22,Dikembalikan,12.0
433,TRX000434,USR00073,BK00442,2023-02-28,2023-03-14,2023-03-20,Terlambat,20.0
434,TRX000435,USR00032,BK00741,2023-07-31,2023-08-14,2023-08-11,Dikembalikan,11.0
435,TRX000436,USR00137,BK00361,2025-08-03,2025-08-17,2025-08-08,Dikembalikan,5.0
436,TRX000437,USR00256,BK01361,2025-02-15,2025-03-01,2025-03-06,Terlambat,19.0
437,TRX000438,USR00320,BK00762,2025-10-03,2025-10-17,2025-10-09,Dikembalikan,6.0
438,TRX000439,USR00278,BK01268,2025-01-18,2025-02-01,2025-02-02,Terlambat,15.0
439,TRX000440,USR00060,BK00568,2023-07-03,2023-07-17,2023-07-22,Terlambat,19.0
440,TRX000441,USR00115,BK01068,2023-02-03,2023-02-17,2023-02-07,Dikembalikan,4.0
441,TRX000442,USR00175,BK01247,2025-05-27,2025-06-10,2025-06-09,Dikembalikan,13.0
442,TRX000443,USR00188,BK01167,2025-09-03,2025-09-17,2025-09-21,Terlambat,18.0
443,TRX000444,USR00272,BK00622,2023-07-23,2023-08-06,2023-08-07,Terlambat,15.0
444,TRX000445,USR00136,BK00938,2025-05-01,2025-05-15,2025-05-07,Dikembalikan,6.0
445,TRX000446,USR00081,BK00506,2023-01-26,2023-02-09,2023-02-01,Dikembalikan,6.0
446,TRX000447,USR00076,BK00769,2024-08-17,2024-08-31,2024-08-30,Dikembalikan,13.0
447,TRX000448,USR00046,BK01020,2024-08-28,2024-09-11,2024-09-18,Terlambat,21.0
448,TRX000449,USR00248,BK01227,2024-03-03,2024-03-17,2024-03-24,Terlambat,21.0
449,TRX000450,USR00149,BK01073,2024-04-30,2024-05-14,2024-05-19,Terlambat,19.0
450,TRX000451,USR00104,BK01310,2024-03-15,2024-03-29,2024-03-18,Dikembalikan,3.0
451,TRX000452,USR00358,BK01038,2023-05-02,2023-05-16,2023-05-05,Dikembalikan,3.0
452,TRX000453,USR00038,BK00635,2024-09-21,2024-10-05,2024-10-01,Dikembalikan,10.0
453,TRX000454,USR00269,BK00126,2023-08-06,2023-08-20,2023-08-23,Terlambat,17.0
454,TRX000455,USR00229,BK00395,2024-10-05,2024-10-19,2024-10-16,Dikembalikan,11.0
455,TRX000456,USR00056,BK01201,2024-02-03,2024-02-17,2024-02-17,Dikembalikan,14.0
456,TRX000457,USR00294,BK00196,2024-11-20,2024-12-04,2024-11-27,Dikembalikan,7.0
457,TRX000458,USR00262,BK01299,2023-12-06,2023-12-20,2023-12-13,Dikembalikan,7.0
458,TRX000459,USR00322,BK01326,2024-08-10,2024-08-24,2024-08-14,Dikembalikan,4.0
459,TRX000460,USR00166,BK01344,2024-01-13,2024-01-27,2024-01-27,Dikembalikan,14.0
460,TRX000461,USR00235,BK00617,2024-06-21,2024-07-05,2024-06-27,Dikembalikan,6.0
461,TRX000462,USR00341,BK00864,2023-12-06,2023-12-20,2023-12-25,Terlambat,19.0
462,TRX000463,USR00069,BK01082,2025-04-25,2025-05-09,2025-05-10,Terlambat,15.0
463,TRX000464,USR00032,BK00148,2024-01-04,2024-01-18,2024-01-13,Dikembalikan,9.0
464,TRX000465,USR00174,BK00186,2025-09-22,2025-10-06,2025-09-26,Dikembalikan,4.0
465,TRX000466,USR00105,BK00955,2024-10-30,2024-11-13,2024-11-06,Dikembalikan,7.0
466,TRX000467,USR00170,BK00727,2024-07-31,2024-08-14,2024-08-12,Dikembalikan,12.0
467,TRX000468,USR00006,BK00822,2023-11-02,2023-11-16,2023-11-13,Dikembalikan,11.0
468,TRX000469,USR00003,BK00727,2024-05-15,2024-05-29,2024-06-01,Terlambat,17.0
469,TRX000470,USR00290,BK00521,2023-05-31,2023-06-14,2023-06-06,Dikembalikan,6.0
470,TRX000471,USR00119,BK00960,2025-02-17,2025-03-03,2025-03-04,Terlambat,15.0
471,TRX000472,USR00373,BK00974,2024-06-23,2024-07-07,2024-06-29,Dikembalikan,6.0
472,TRX000473,USR00207,BK01252,2023-01-14,2023-01-28,2023-01-29,Terlambat,15.0
473,TRX000474,USR00337,BK00811,2023-07-09,2023-07-23,2023-07-28,Terlambat,19.0
474,TRX000475,USR00360,BK01211,2023-09-14,2023-09-28,2023-09-27,Dikembalikan,13.0
475,TRX000476,USR00149,BK01048,2024-09-14,2024-09-28,2024-10-02,Terlambat,18.0
476,TRX000477,USR00149,BK01379,2024-08-15,2024-08-29,2024-08-20,Dikembalikan,5.0
477,TRX000478,USR00037,BK01191,2024-07-29,2024-08-12,2024-08-03,Dikembalikan,5.0
478,TRX000479,USR00135,BK01196,2024-10-01,2024-10-15,2024-10-04,Dikembalikan,3.0
479,TRX000480,USR00366,BK00815,2024-04-19,2024-05-03,2024-04-27,Dikembalikan,8.0
480,TRX000481,USR00258,BK00645,2023-01-05,2023-01-19,2023-01-17,Dikembalikan,12.0
481,TRX000482,USR00150,BK01202,2024-07-16,2024-07-30,2024-07-20,Dikembalikan,4.0
482,TRX000483,USR00170,BK01293,2025-07-17,2025-07-31,2025-07-23,Dikembalikan,6.0
483,TRX000484,USR00113,BK00488,2023-05-22,2023-06-05,2023-05-25,Dikembalikan,3.0
484,TRX000485,USR00292,BK00440,2025-03-09,2025-03-23,2025-03-20,Dikembalikan,11.0
485,TRX000486,USR00255,BK00567,2025-07-26,2025-08-09,2025-08-08,Dikembalikan,13.0
486,TRX000487,USR00113,BK00559,2023-04-22,2023-05-06,2023-05-09,Terlambat,17.0
487,TRX000488,USR00155,BK00105,2025-07-10,2025-07-24,2025-07-21,Dikembalikan,11.0
488,TRX000489,USR00202,BK01183,2023-01-08,2023-01-22,2023-01-18,Dikembalikan,10.0
489,TRX000490,USR00234,BK00954,2023-07-02,2023-07-16,2023-07-10,Dikembalikan,8.0
490,TRX000491,USR00266,BK01073,2023-05-26,2023-06-09,2023-05-29,Dikembalikan,3.0
491,TRX000492,USR00239,BK00966,2025-05-23,2025-06-06,2025-06-09,Terlambat,17.0
492,TRX000493,USR00133,BK00904,2023-04-04,2023-04-18,2023-04-18,Dikembalikan,14.0
493,TRX000494,USR00097,BK00430,2023-06-16,2023-06-30,2023-06-19,Dikembalikan,3.0
494,TRX000495,USR00356,BK01186,2024-08-27,2024-09-10,2024-09-12,Terlambat,16.0
495,TRX000496,USR00099,BK01193,2025-03-22,2025-04-05,2025-03-26,Dikembalikan,4.0
496,TRX000497,USR00025,BK00557,2024-08-18,2024-09-01,2024-09-06,Terlambat,19.0
497,TRX000498,USR00192,BK01021,2025-02-14,2025-02-28,2025-03-07,Terlambat,21.0
498,TRX000499,USR00232,BK00229,2025-11-24,2025-12-08,2025-11-29,Dikembalikan,5.0
499,TRX000500,USR00278,BK01322,2023-02-21,2023-03-07,2023-02-25,Dikembalikan,4.0
500,TRX000501,USR00202,BK01232,2023-01-09,2023-01-23,2023-01-14,Dikembalikan,5.0
501,TRX000502,USR00259,BK01127,2024-03-30,2024-04-13,2024-04-17,Terlambat,18.0
502,TRX000503,USR00119,BK01016,2023-03-17,2023-03-31,2023-04-03,Terlambat,17.0
503,TRX000504,USR00268,BK00245,2025-06-24,2025-07-08,2025-06-30,Dikembalikan,6.0
504,TRX000505,USR00232,BK00264,2023-03-16,2023-03-30,2023-03-27,Dikembalikan,11.0
505,TRX000506,USR00135,BK01216,2024-07-02,2024-07-16,2024-07-14,Dikembalikan,12.0
506,TRX000507,USR00189,BK00688,2024-11-15,2024-11-29,2024-12-06,Terlambat,21.0
507,TRX000508,USR00124,BK01286,2025-04-13,2025-04-27,2025-04-26,Dikembalikan,13.0
508,TRX000509,USR00358,BK01044,2025-09-10,2025-09-24,2025-09-13,Dikembalikan,3.0
509,TRX000510,USR00376,BK00687,2025-01-07,2025-01-21,2025-01-17,Dikembalikan,10.0
510,TRX000511,USR00182,BK00294,2023-04-24,2023-05-08,2023-05-06,Dikembalikan,12.0
511,TRX000512,USR00008,BK00563,2024-01-04,2024-01-18,2024-01-19,Terlambat,15.0
512,TRX000513,USR00013,BK00489,2024-03-15,2024-03-29,2024-03-30,Terlambat,15.0
513,TRX000514,USR00119,BK00112,2025-09-05,2025-09-19,2025-09-22,Terlambat,17.0
514,TRX000515,USR00013,BK01071,2025-05-25,2025-06-08,2025-06-01,Dikembalikan,7.0
515,TRX000516,USR00372,BK01228,2024-02-06,2024-02-20,2024-02-26,Terlambat,20.0
516,TRX000517,USR00189,BK00503,2025-02-09,2025-02-23,2025-02-22,Dikembalikan,13.0
517,TRX000518,USR00026,BK00765,2025-09-08,2025-09-22,2025-09-23,Terlambat,15.0
518,TRX000519,USR00257,BK00552,2024-05-09,2024-05-23,2024-05-20,Dikembalikan,11.0
519,TRX000520,USR00328,BK00554,2025-09-13,2025-09-27,2025-09-28,Terlambat,15.0
520,TRX000521,USR00117,BK01226,2023-07-27,2023-08-10,2023-08-14,Terlambat,18.0
521,TRX000522,USR00038,BK00616,2025-08-05,2025-08-19,2025-08-12,Dikembalikan,7.0
522,TRX000523,USR00132,BK00493,2023-02-20,2023-03-06,2023-03-07,Terlambat,15.0
523,TRX000524,USR00319,BK01208,2025-01-29,2025-02-12,2025-02-09,Dikembalikan,11.0
524,TRX000525,USR00116,BK01047,2025-12-31,2026-01-14,,Dipinjam,belum_kembali
525,TRX000526,USR00101,BK00322,2024-11-02,2024-11-16,2024-11-16,Dikembalikan,14.0
526,TRX000527,USR00340,BK00711,2024-05-28,2024-06-11,2024-06-04,Dikembalikan,7.0
527,TRX000528,USR00338,BK00734,2025-03-25,2025-04-08,2025-04-15,Terlambat,21.0
528,TRX000529,USR00365,BK00926,2023-04-23,2023-05-07,2023-05-06,Dikembalikan,13.0
529,TRX000530,USR00201,BK00850,2023-01-15,2023-01-29,2023-01-19,Dikembalikan,4.0
530,TRX000531,USR00202,BK01277,2023-08-16,2023-08-30,2023-08-20,Dikembalikan,4.0
531,TRX000532,USR00180,BK00006,2025-07-30,2025-08-13,2025-08-08,Dikembalikan,9.0
532,TRX000533,USR00378,BK01256,2025-11-19,2025-12-03,2025-11-24,Dikembalikan,5.0
533,TRX000534,USR00219,BK01353,2025-11-14,2025-11-28,2025-11-21,Dikembalikan,7.0
534,TRX000535,USR00182,BK00481,2025-02-07,2025-02-21,2025-02-28,Terlambat,21.0
535,TRX000536,USR00345,BK00755,2025-04-09,2025-04-23,2025-04-27,Terlambat,18.0
536,TRX000537,USR00141,BK00545,2024-06-24,2024-07-08,2024-07-05,Dikembalikan,11.0
537,TRX000538,USR00218,BK00024,2025-08-12,2025-08-26,2025-08-22,Dikembalikan,10.0
538,TRX000539,USR00143,BK00334,2024-10-11,2024-10-25,2024-10-27,Terlambat,16.0
539,TRX000540,USR00335,BK00746,2025-12-22,2026-01-05,,Dipinjam,belum_kembali
540,TRX000541,USR00110,BK01009,2023-02-12,2023-02-26,2023-02-28,Terlambat,16.0
541,TRX000542,USR00050,BK00305,2025-03-25,2025-04-08,2025-04-06,Dikembalikan,12.0
542,TRX000543,USR00375,BK00812,2023-03-01,2023-03-15,2023-03-08,Dikembalikan,7.0
543,TRX000544,USR00117,BK01226,2024-05-03,2024-05-17,2024-05-19,Terlambat,16.0
544,TRX000545,USR00182,BK00509,2025-04-27,2025-05-11,2025-05-14,Terlambat,17.0
545,TRX000546,USR00082,BK01351,2023-05-19,2023-06-02,2023-06-09,Terlambat,21.0
546,TRX000547,USR00200,BK01354,2024-12-04,2024-12-18,2024-12-11,Dikembalikan,7.0
547,TRX000548,USR00121,BK00918,2025-07-19,2025-08-02,2025-07-25,Dikembalikan,6.0
548,TRX000549,USR00285,BK01087,2024-10-19,2024-11-02,2024-10-27,Dikembalikan,8.0
549,TRX000550,USR00213,BK00364,2024-06-10,2024-06-24,2024-06-21,Dikembalikan,11.0
550,TRX000551,USR00351,BK00466,2024-05-23,2024-06-06,2024-06-08,Terlambat,16.0
551,TRX000552,USR00101,BK00611,2025-06-09,2025-06-23,2025-06-28,Terlambat,19.0
