,id_transaksi,id_user,id_buku,tanggal_pinjam,tanggal_kembali_rencana,tanggal_kembali_aktual,status,lama_waktu_pinjam(hari),judul,pengarang,penerbit,tahun_terbit,fakultas_terkait,prodi_terkait,kategori,sinopsis,tags,bahasa,jenis_koleksi,jumlah_halaman,isbn,stok
46,TRX000154,USR00045,BK00671,2025-01-22,2025-02-05,2025-02-11,Terlambat,20.0,Pelayanan Kefarmasian: Praktik dan Pelayanan,"Sabar Palastri, Ajeng Salahudin",Kencana Prenada,2024,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini mengulas berbagai aspek penting dari pelayanan kefarmasian di rumah sakit, teknologi pembuatan sediaan obat, serta praktik farmasi klinis pasien. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","farmasi komunitas, compounding obat, teknologi farmasi, farmasi rumah sakit",Indonesia,Fisik,413,978-1-66907-826-5,7
47,TRX000155,USR00359,BK00990,2023-11-22,2023-12-06,2023-12-11,Terlambat,19.0,Perancangan Arsitektur Ruang Dalam,"Jane Prasetya, S.Pt, Tgk. Titi Sudiati",Erlangga,2006,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini mengulas berbagai aspek penting dari konsep arsitektur ruang dalam modern, prinsip pencahayaan dan estetika ruang, serta pemilihan material dan furnitur. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","tata ruang, desain interior, material interior, furnitur",Inggris,Fisik,276,978-1-958678-05-3,5
48,TRX000157,USR00143,BK00353,2025-06-13,2025-06-27,2025-07-02,Terlambat,19.0,Pengantar Manajemen Operasi Edisi Ke-3,Diah Kurniawan,UI Press,2009,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini mengulas berbagai aspek penting dari optimalisasi proses produksi, perancangan sistem kerja industri, serta manajemen kualitas dan produktivitas. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","efisiensi kerja, produktivitas, perencanaan produksi, manajemen operasi",Inggris,E-book,203,978-0-88629-127-3,9999
49,TRX000158,USR00204,BK00058,2025-05-15,2025-05-29,2025-06-02,Terlambat,18.0,Pengantar Logika Pemrograman,Endra Gunawan,PT Grasindo,2013,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Pemrograman & Algoritma,"Buku ini memberikan pemahaman menyeluruh tentang implementasi kode, efisiensi algoritma, serta algoritma dan struktur data. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","logika komputasi, algoritma, java, coding",Indonesia,Fisik,465,978-1-271-09477-6,3
50,TRX000160,USR00004,BK01061,2024-07-28,2024-08-11,2024-08-18,Terlambat,21.0,Pengantar Manajemen Keuangan,Paramita Jailani,Rajawali Pers,2007,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang administrasi dan operasional bisnis, strategi tata kelola perusahaan, serta efisiensi operasional organisasi bisnis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","operasional bisnis, manajemen sumber daya manusia, manajemen bisnis, manajemen keuangan",Indonesia,Fisik,323,978-0-7418-9721-3,7
51,TRX000163,USR00372,BK00853,2023-11-21,2023-12-05,2023-12-10,Terlambat,19.0,Dasar-Dasar Branding Visual,Hj. Icha Pradana,Deepublish,2016,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini mengulas berbagai aspek penting dari estetika dalam karya seni rupa, strategi branding melalui visual, serta prinsip visual dan tipografi. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","ilustrasi, desain komunikasi visual, desain grafis, layout",Inggris,Fisik,399,978-0-11-457758-2,4
52,TRX000165,USR00006,BK00850,2025-12-14,2025-12-28,2025-12-29,Terlambat,15.0,Dasar-Dasar Desain Grafis,"Farhunnisa Narpati, Sutan Ganjaran Uyainah, S.Pd",Elex Media Komputindo,2023,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini membahas secara mendalam tentang estetika dalam karya seni rupa, strategi branding melalui visual, serta ilustrasi dan komposisi gambar. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","layout, desain komunikasi visual, ilustrasi, desain grafis",Indonesia,Fisik,240,978-0-12-897432-2,6
53,TRX000166,USR00303,BK00701,2023-11-17,2023-12-01,2023-12-03,Terlambat,16.0,Teknologi Compounding Obat Edisi Revisi,Dr. Siska Pangestu,Nuha Medika,2019,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini memberikan pemahaman menyeluruh tentang teknologi pembuatan sediaan obat, pelayanan kefarmasian di rumah sakit, serta praktik farmasi klinis pasien. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","sediaan farmasi, teknologi farmasi, pelayanan kefarmasian, compounding obat",Indonesia,E-book,289,978-1-156-62776-1,9999
54,TRX000167,USR00124,BK01307,2023-08-30,2023-09-13,2023-09-17,Terlambat,18.0,Dasar-Dasar Content Creation,Tina Nainggolan,Informatika Bandung,2023,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini dirancang sebagai panduan untuk memahami produksi berita di media digital, strategi konten media sosial, serta komunikasi digital dan audiens. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","jurnalistik, komunikasi digital, produksi berita, media sosial",Indonesia,E-book,363,978-1-4321-2694-0,9999
55,TRX000169,USR00013,BK01048,2023-08-17,2023-08-31,2023-09-01,Terlambat,15.0,Dasar-Dasar Manajemen Operasional Edisi Ke-3,"Yance Pertiwi, S.Kom, Darmaji Mulyani",Andi Publisher,2014,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini mengulas berbagai aspek penting dari administrasi dan operasional bisnis, efisiensi operasional organisasi bisnis, serta pengelolaan keuangan bisnis. Membantu pembaca membangun pemahaman konseptual maupun praktis.","manajemen bisnis, manajemen sumber daya manusia, operasional bisnis, tata kelola perusahaan",Indonesia,Fisik,509,978-0-311-64913-6,6
56,TRX000170,USR00128,BK01233,2023-04-13,2023-04-27,2023-05-04,Terlambat,21.0,Psikologi Abnormal: Teori dan Aplikasi,"Wira Januar, Puput Mayasari, S.I.Kom",Graha Ilmu,2021,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini mengulas berbagai aspek penting dari perilaku dan proses mental manusia, intervensi psikoterapi klinis, serta perkembangan kepribadian individu. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","perkembangan manusia, kepribadian, kesehatan mental, psikologi",Indonesia,Fisik,499,978-1-69541-329-0,4
57,TRX000174,USR00073,BK00515,2025-02-20,2025-03-06,2025-03-08,Terlambat,16.0,Asuhan Keperawatan Dasar,Mila Laksita,Salemba Empat,2012,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini membahas secara mendalam tentang manajemen perawatan pasien, penanganan kondisi darurat medis, serta prosedur klinis keperawatan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","keperawatan gawat darurat, keperawatan, keperawatan anak, asuhan keperawatan",Indonesia,Fisik,263,978-1-884795-13-8,1
58,TRX000187,USR00293,BK00681,2024-03-21,2024-04-04,2024-04-10,Terlambat,20.0,Dasar Pelayanan Kefarmasian,Malika Permata,Informatika Bandung,2007,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini memberikan pemahaman menyeluruh tentang pelayanan kefarmasian di rumah sakit, manajemen obat dan compounding, serta praktik farmasi klinis pasien. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","farmasi rumah sakit, pelayanan kefarmasian, teknologi farmasi, sediaan farmasi",Indonesia,E-book,395,978-0-475-46926-7,9999
59,TRX000188,USR00230,BK00728,2024-10-17,2024-10-31,2024-11-06,Terlambat,20.0,Residensi Keperawatan: Praktik Klinis Lanjutan,Safina Marpaung,Bumi Aksara,2021,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini dirancang sebagai panduan untuk memahami praktik klinik keperawatan profesional, etika dan profesionalisme keperawatan, serta residensi dan pembelajaran klinik lanjutan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","keperawatan lanjutan, praktik klinis ners, kompetensi ners, residensi keperawatan",Indonesia,Fisik,436,978-1-74233-305-2,1
60,TRX000195,USR00136,BK00909,2023-12-31,2024-01-14,2024-01-19,Terlambat,19.0,Kreativitas dalam Videografi Edisi Ke-2,"Drs. Wirda Habibi, M.Ak",Andi Publisher,2014,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Fotografi & Multimedia,"Buku ini mengulas berbagai aspek penting dari desain media interaktif, teknik pengambilan gambar fotografi, serta animasi dan motion graphic. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","multimedia, fotografi, editing visual, motion graphic",Indonesia,Fisik,352,978-1-5439-4353-5,6
61,TRX000197,USR00211,BK01008,2025-06-30,2025-07-14,2025-07-16,Terlambat,16.0,Perancangan Pencahayaan Ruang,Suci Pradana,Deepublish,2024,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini mengulas berbagai aspek penting dari perancangan tata ruang interior, pemilihan material dan furnitur, serta ergonomi dalam desain ruang. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","ergonomi ruang, furnitur, pencahayaan ruang, arsitektur ruang",Indonesia,Fisik,397,978-0-942904-58-1,8
62,TRX000201,USR00191,BK01235,2023-01-06,2023-01-20,2023-01-27,Terlambat,21.0,Psikologi Klinis: Teori dan Aplikasi,Jinawi Lestari,Nuha Medika,2022,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini memberikan pemahaman menyeluruh tentang dinamika interaksi sosial manusia, perilaku dan proses mental manusia, serta gangguan psikologis dan penanganannya. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","psikoterapi, kesehatan mental, kepribadian, psikologi klinis",Indonesia,Fisik,251,978-0-663-43925-6,6
63,TRX000202,USR00308,BK00705,2025-09-24,2025-10-08,2025-10-09,Terlambat,15.0,Teknologi Farmasi Komunitas,Uli Wahyudin,Rajawali Pers,2023,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini menyajikan kajian komprehensif mengenai manajemen obat dan compounding, standar pelayanan farmasi profesional, serta pelayanan kefarmasian di rumah sakit. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","farmasi rumah sakit, pelayanan kefarmasian, teknologi farmasi, farmasi komunitas",Indonesia,Fisik,379,978-1-4916-0169-3,8
64,TRX000211,USR00122,BK01201,2024-12-16,2024-12-30,2025-01-05,Terlambat,20.0,Psikologi Klinis: Teori dan Aplikasi,"Mutia Pudjiastuti, Tgk. Oni Purnawati",Nuha Medika,2009,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini menyajikan kajian komprehensif mengenai gangguan psikologis dan penanganannya, intervensi psikoterapi klinis, serta dinamika interaksi sosial manusia. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","kepribadian, psikologi, psikologi klinis, kesehatan mental",Indonesia,Fisik,150,978-0-406-79176-4,2
65,TRX000212,USR00073,BK00041,2024-12-05,2024-12-19,2024-12-23,Terlambat,18.0,Pemrograman Python untuk Pemula,"Digdaya Saefullah, M.M.",Kencana Prenada,2024,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Pemrograman & Algoritma,"Buku ini dirancang sebagai panduan untuk memahami algoritma dan struktur data, logika pemrograman, serta pengembangan perangkat lunak. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","python, struktur data, pemrograman, kompleksitas",Inggris,Fisik,346,978-1-345-58122-5,4
66,TRX000213,USR00312,BK00493,2025-01-11,2025-01-25,2025-01-30,Terlambat,19.0,Panduan Keperawatan Anak,"Patricia Hartati, Argono Sirait",PT Grasindo,2022,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini menyajikan kajian komprehensif mengenai komunikasi terapeutik perawat, penanganan kondisi darurat medis, serta prosedur klinis keperawatan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","praktik klinis, asuhan keperawatan, keperawatan, keperawatan anak",Indonesia,Fisik,467,978-1-06-138782-8,7
67,TRX000215,USR00300,BK01127,2024-09-10,2024-09-24,2024-09-27,Terlambat,17.0,Membangun Kewirausahaan,"R.A. Victoria Irawan, Puti Ajeng Budiman, S.Psi",Deepublish,2015,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini mengulas berbagai aspek penting dari pengembangan bisnis digital, perencanaan strategi pemasaran, serta strategi kewirausahaan dan inovasi bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","strategi pemasaran, bisnis digital, pemasaran, kewirausahaan",Indonesia,Fisik,474,978-0-9751910-2-6,4
68,TRX000218,USR00247,BK00196,2024-10-16,2024-10-30,2024-11-06,Terlambat,21.0,Kriptografi: Prinsip dan Praktik,Vicky Simbolon,PT Grasindo,2021,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini memberikan pemahaman menyeluruh tentang protokol komunikasi data, ancaman siber, serta proteksi data digital. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","firewall, kriptografi, hacking etis, cyber security",Indonesia,Fisik,381,978-1-77358-662-5,5
69,TRX000221,USR00297,BK01221,2023-06-09,2023-06-23,2023-06-26,Terlambat,17.0,Memahami Psikologi Perkembangan Edisi Ke-3,Galih Laksita,PT Grasindo,2009,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini memberikan pemahaman menyeluruh tentang intervensi psikoterapi klinis, gangguan psikologis dan penanganannya, serta dinamika interaksi sosial manusia. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","psikologi sosial, kesehatan mental, psikoterapi, psikologi klinis",Indonesia,Fisik,498,978-0-362-79246-1,8
70,TRX000223,USR00033,BK00213,2023-03-10,2023-03-24,2023-03-28,Terlambat,18.0,Membangun Keamanan Informasi yang Aman,"Cengkal Nashiruddin, S.Farm",Bumi Aksara,2024,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini membahas secara mendalam tentang keamanan jaringan komputer, sistem enkripsi, serta audit keamanan sistem. Membantu pembaca membangun pemahaman konseptual maupun praktis.","jaringan komputer, enkripsi, kriptografi, protokol jaringan",Indonesia,E-book,463,978-0-937966-03-7,9999
71,TRX000225,USR00121,BK00944,2024-04-29,2024-05-13,2024-05-19,Terlambat,20.0,Pengantar Fotografi Digital,"Tira Hutagalung, Dian Budiman",Gramedia Pustaka Utama,2019,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Fotografi & Multimedia,"Buku ini dirancang sebagai panduan untuk memahami teknik pengambilan gambar fotografi, produksi konten multimedia digital, serta desain media interaktif. Membantu pembaca membangun pemahaman konseptual maupun praktis.","multimedia, editing visual, motion graphic, media interaktif",Indonesia,E-book,209,978-0-237-10672-0,9999
72,TRX000226,USR00245,BK00218,2025-05-18,2025-06-01,2025-06-04,Terlambat,17.0,Kriptografi di Era Digital,Cengkir Sihotang,Graha Ilmu,2021,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini menyajikan kajian komprehensif mengenai audit keamanan sistem, ancaman siber, serta sistem enkripsi. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","kriptografi, keamanan siber, hacking etis, firewall",Indonesia,Fisik,407,978-0-507-23688-1,7
73,TRX000227,USR00213,BK00059,2025-05-27,2025-06-10,2025-06-14,Terlambat,18.0,Dasar C++,"Jasmin Nashiruddin, Dono Kuswandari",Bumi Aksara,2006,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Pemrograman & Algoritma,"Buku ini menyajikan kajian komprehensif mengenai pengembangan perangkat lunak, pemecahan masalah komputasional, serta algoritma dan struktur data. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","struktur data, logika komputasi, java, python",Inggris,Fisik,169,978-0-671-90229-2,3
74,TRX000228,USR00309,BK01357,2025-12-15,2025-12-29,2025-12-31,Terlambat,16.0,Dasar-Dasar Produksi Berita,Ir. Puput Suwarno,Kencana Prenada,2022,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini membahas secara mendalam tentang etika jurnalistik di era digital, komunikasi digital dan audiens, serta strategi konten media sosial. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","media sosial, produksi berita, konten kreator, jurnalistik",Indonesia,Fisik,232,978-0-205-09386-1,1
75,TRX000231,USR00186,BK00513,2023-04-07,2023-04-21,2023-04-24,Terlambat,17.0,Konsep Dasar Keperawatan Gawat Darurat,"Karimah Hastuti, Cut Karimah Utama",Erlangga,2015,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini memberikan pemahaman menyeluruh tentang manajemen perawatan pasien, asuhan keperawatan pasien, serta komunikasi terapeutik perawat. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","praktik klinis, asuhan keperawatan, keperawatan, keperawatan anak",Indonesia,E-book,221,978-0-8325-3817-9,9999
76,TRX000233,USR00083,BK00801,2024-10-04,2024-10-18,2024-10-22,Terlambat,18.0,Pengantar Desain Grafis,Cemani Haryanti,Informatika Bandung,2024,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini memberikan pemahaman menyeluruh tentang strategi branding melalui visual, estetika dalam karya seni rupa, serta ilustrasi dan komposisi gambar. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","seni rupa, desain komunikasi visual, ilustrasi, desain grafis",Indonesia,Fisik,470,978-1-4721-9705-4,2
77,TRX000234,USR00116,BK00994,2025-04-27,2025-05-11,2025-05-14,Terlambat,17.0,Pengantar Arsitektur Ruang Dalam Edisi Revisi,"Dt. Pardi Suryono, M.Pd",Deepublish,2016,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini membahas secara mendalam tentang konsep arsitektur ruang dalam modern, prinsip pencahayaan dan estetika ruang, serta ergonomi dalam desain ruang. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","pencahayaan ruang, ergonomi ruang, furnitur, material interior",Indonesia,Fisik,250,978-0-682-69116-1,5
78,TRX000235,USR00022,BK00511,2024-07-02,2024-07-16,2024-07-21,Terlambat,19.0,Panduan Keperawatan Medikal Bedah,Niyaga Haryanti,Pustaka Pelajar,2018,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini membahas secara mendalam tentang prosedur klinis keperawatan, komunikasi terapeutik perawat, serta penanganan kondisi darurat medis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","keperawatan medikal bedah, keperawatan, keperawatan gawat darurat, asuhan keperawatan",Indonesia,Fisik,390,978-1-72625-701-5,8
79,TRX000236,USR00271,BK00636,2023-04-16,2023-04-30,2023-05-03,Terlambat,17.0,Dasar Farmasi Komunitas,"Hj. Olivia Putra, S.E.I, Puput Narpati",Salemba Empat,2017,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini membahas secara mendalam tentang teknologi pembuatan sediaan obat, pelayanan kefarmasian di rumah sakit, serta standar pelayanan farmasi profesional. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","compounding obat, farmasi komunitas, teknologi farmasi, pelayanan kefarmasian",Indonesia,Fisik,159,978-1-870079-42-6,1
